entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,asset_id,trade_type,holding_days
2004-11-19,2005-01-31,44.422764,45.723395,1558,2026,0.0293,0.0,0,tlt,rebalance,73
2004-11-19,2005-05-26,44.422764,47.524172,1302,4038,0.0698,0.0,0,tlt,rebalance,188
2005-01-31,2005-05-26,80.033316,81.112945,191,206,0.0135,0.0,3,spy,rebalance,115
2004-11-19,2005-12-02,44.454382,49.78021,2989,15919,0.1198,0.0,0,gld,rebalance,378
2005-05-26,2005-12-02,0.475039,0.592284,563299,66044,0.2468,0.0,3,tqqq,rebalance,190
2004-11-19,2006-04-04,44.454382,58.264679,5309,73319,0.3107,0.0,0,gld,rebalance,501
2005-01-31,2006-04-04,80.373438,89.39717,225,2030,0.1123,0.0,3,spy,rebalance,428
2004-11-19,2006-05-02,44.454382,65.403198,3891,81512,0.4712,0.0,0,gld,rebalance,529
2005-01-31,2006-05-02,80.373438,90.279207,25,248,0.1232,0.0,3,spy,rebalance,456
2005-05-26,2006-06-12,0.485987,0.40959,5429301,-414784,-0.1572,0.0,3,tqqq,signal,382
2004-11-19,2006-08-02,44.454382,64.545778,1776,35682,0.452,0.0,0,gld,rebalance,621
2005-01-31,2006-08-02,80.373438,88.304198,1921,15235,0.0987,0.0,3,spy,rebalance,548
2004-11-19,2006-08-02,44.788617,45.929353,5129,5851,0.0255,0.0,0,tlt,rebalance,621
2004-11-19,2006-09-29,44.788617,48.44605,1614,5903,0.0817,0.0,0,tlt,rebalance,679
2005-01-31,2006-09-29,80.373438,93.016664,1646,20811,0.1573,0.0,3,spy,rebalance,606
2006-09-29,2007-05-02,0.47175,0.599085,581635,74063,0.2699,0.0,3,tqqq,rebalance,215
2006-09-29,2007-09-05,0.47175,0.690429,563804,123292,0.4635,0.0,3,tqqq,rebalance,341
2004-11-19,2007-11-02,46.919603,78.314353,1775,55726,0.6691,0.0,0,gld,rebalance,1078
2006-09-29,2007-11-02,0.47175,0.881233,503846,206317,0.868,0.0,3,tqqq,rebalance,399
2004-11-19,2007-11-13,46.919603,79.161802,3251,104819,0.6872,0.0,0,gld,rebalance,1089
2005-01-31,2007-11-13,83.695531,102.952038,1681,32370,0.2301,0.0,3,spy,rebalance,1016
2004-11-19,2007-11-13,45.856132,52.130568,5221,32759,0.1368,0.0,0,tlt,rebalance,1089
2005-01-31,2008-01-16,83.695531,97.795546,46168,650969,0.1685,0.0,3,spy,signal,1080
2006-09-29,2008-01-17,0.508267,0.504621,5333946,-19451,-0.0072,0.0,3,tqqq,signal,475
2004-11-19,2008-01-31,46.919603,90.647238,5904,258168,0.932,0.0,0,gld,rebalance,1168
2004-11-19,2008-01-31,45.856132,54.779709,2878,25682,0.1946,0.0,0,tlt,rebalance,1168
2004-11-19,2008-07-01,48.728434,92.252409,2828,123086,0.8932,0.0,0,gld,rebalance,1320
2004-11-19,2008-07-01,45.887335,54.478667,3050,26204,0.1872,0.0,0,tlt,rebalance,1320
2008-05-07,2008-07-03,0.52613,0.414298,7354189,-822429,-0.2126,0.0,3,tqqq,signal,57
2004-11-19,2008-09-03,45.887335,55.810876,2518,24987,0.2163,0.0,0,tlt,rebalance,1384
2004-11-19,2008-12-02,45.887335,64.944153,5426,103402,0.4153,0.0,0,tlt,rebalance,1474
2004-11-19,2009-02-03,53.835241,89.071976,4020,141652,0.6545,0.0,0,gld,rebalance,1537
2004-11-19,2009-06-02,53.835241,95.901432,2318,97509,0.7814,0.0,0,gld,rebalance,1656
2004-11-19,2009-06-04,47.975945,55.690115,622,4798,0.1608,0.0,0,tlt,rebalance,1658
2009-06-04,2009-07-27,0.128492,0.158203,3195123,94929,0.2312,0.0,3,tqqq,rebalance,53
2004-11-19,2009-12-02,56.629156,118.443603,1063,65709,1.0916,0.0,0,gld,rebalance,1839
2009-06-04,2009-12-02,0.128492,0.216353,2723666,239303,0.6838,0.0,3,tqqq,rebalance,181
2009-06-04,2010-01-05,0.128492,0.250652,2323521,283840,0.9507,0.0,3,tqqq,rebalance,215
2004-11-19,2010-02-02,61.420935,108.832524,1471,69742,0.7719,0.0,0,gld,rebalance,1901
2009-07-27,2010-02-02,73.358686,81.505857,1735,14135,0.1111,0.0,3,spy,rebalance,190
2004-11-19,2010-02-02,50.28786,57.021267,4628,31162,0.1339,0.0,0,tlt,rebalance,1901
2009-06-04,2010-03-23,0.139397,0.273171,3316252,443628,0.9597,0.0,3,tqqq,rebalance,292
2004-11-19,2010-06-02,66.337184,118.991948,4344,228732,0.7937,0.0,0,gld,rebalance,2021
2004-11-19,2010-06-02,50.982111,61.494355,6101,64135,0.2062,0.0,0,tlt,rebalance,2021
2009-07-27,2010-07-01,74.182878,77.632361,71369,246186,0.0465,0.0,3,spy,signal,339
2004-11-19,2010-07-02,66.337184,117.855369,766,39463,0.7766,0.0,0,gld,rebalance,2051
2004-11-19,2010-07-02,50.982111,64.302419,5359,71384,0.2613,0.0,0,tlt,rebalance,2051
2009-06-04,2010-07-27,0.156583,0.234989,3560168,279137,0.5007,0.0,3,tqqq,rebalance,418
2009-06-04,2010-08-06,0.156583,0.229216,357626,25975,0.4639,0.0,3,tqqq,rebalance,428
2004-11-19,2010-08-06,69.815293,117.636028,95,4543,0.685,0.0,0,gld,rebalance,2086
2004-11-19,2010-09-02,69.815293,122.012857,1740,90824,0.7477,0.0,0,gld,rebalance,2113
2004-11-19,2010-09-02,52.079671,67.319642,4806,73243,0.2926,0.0,0,tlt,rebalance,2113
2009-06-04,2010-09-27,0.162544,0.280556,3564284,420629,0.726,0.0,3,tqqq,rebalance,480
2009-06-04,2010-11-02,0.162544,0.332315,1493641,253578,1.0445,0.0,3,tqqq,rebalance,516
2010-08-06,2011-01-04,84.838715,96.850365,472,5669,0.1416,0.0,3,spy,rebalance,151
2009-06-04,2011-01-04,0.162544,0.387767,1390923,313269,1.3856,0.0,3,tqqq,rebalance,579
2010-08-06,2011-08-05,84.838715,93.477122,74360,642352,0.1018,0.0,3,spy,signal,364
2004-11-19,2011-08-09,75.78893,169.420203,5313,497463,1.2354,0.0,0,gld,rebalance,2454
2004-11-19,2011-08-09,55.595395,69.895997,9790,140003,0.2572,0.0,0,tlt,rebalance,2454
2009-06-04,2011-08-09,0.162544,0.288113,13416150,1684658,0.7725,0.0,3,tqqq,signal,796
2004-11-19,2011-10-04,55.595395,83.242841,6998,193477,0.4973,0.0,0,tlt,rebalance,2510
2004-11-19,2011-10-17,81.508513,163.508,720,59040,1.006,0.0,0,gld,rebalance,2523
2004-11-19,2011-11-25,81.508513,162.840012,1334,108496,0.9978,0.0,0,gld,rebalance,2562
2004-11-19,2011-11-25,57.027329,81.733562,6201,153203,0.4332,0.0,0,tlt,rebalance,2562
2011-10-17,2011-12-02,0.370364,0.364625,2121708,-12176,-0.0155,0.0,3,tqqq,rebalance,46
2011-10-17,2012-01-09,0.370364,0.376122,752272,4332,0.0155,0.0,3,tqqq,rebalance,84
2004-11-19,2012-01-09,58.94427,79.951975,776,16302,0.3564,0.0,0,tlt,rebalance,2607
2011-10-17,2012-02-29,0.370364,0.521913,2527755,383078,0.4092,0.0,3,tqqq,rebalance,135
2012-01-09,2012-04-03,100.481865,110.47719,22,220,0.0995,0.0,3,spy,rebalance,85
2011-10-17,2012-04-03,0.370364,0.613639,1362259,331403,0.6569,0.0,3,tqqq,rebalance,169
2004-11-19,2012-05-18,98.449248,153.996627,774,42994,0.5642,0.0,0,gld,rebalance,2737
2012-01-09,2012-05-18,100.481865,102.466724,784,1556,0.0198,0.0,3,spy,rebalance,130
2004-11-19,2012-05-18,62.875878,83.999963,11377,240329,0.336,0.0,0,tlt,rebalance,2737
2011-10-17,2012-09-05,0.386662,0.584649,1801626,356699,0.512,0.0,3,tqqq,rebalance,324
2012-01-09,2013-04-02,100.923443,124.870391,7358,176202,0.2373,0.0,3,spy,rebalance,449
2004-11-19,2013-05-02,66.42104,86.209336,2011,39794,0.2979,0.0,0,tlt,rebalance,3086
2011-10-17,2013-05-02,0.389278,0.640349,612498,153780,0.645,0.0,3,tqqq,rebalance,563
2012-01-09,2013-06-04,100.981679,131.113505,1004,30252,0.2984,0.0,3,spy,rebalance,512
2011-10-17,2013-06-04,0.389278,0.723502,956228,319594,0.8586,0.0,3,tqqq,rebalance,596
2012-01-09,2013-08-02,100.981679,136.488362,1773,62953,0.3516,0.0,3,spy,rebalance,571
2011-10-17,2013-08-02,0.389278,0.815079,954387,406379,1.0938,0.0,3,tqqq,rebalance,655
2011-10-17,2013-11-04,0.389278,1.034707,1182079,762947,1.658,0.0,3,tqqq,rebalance,749
2012-01-09,2014-01-03,102.660936,148.38555,360,16461,0.4454,0.0,3,spy,rebalance,725
2011-10-17,2014-01-03,0.389278,1.201112,855897,694846,2.0855,0.0,3,tqqq,rebalance,809
2011-10-17,2014-07-02,0.389278,1.534278,694093,794737,2.9413,0.0,3,tqqq,rebalance,989
2011-10-17,2014-09-03,0.389278,1.79161,569135,798116,3.6024,0.0,3,tqqq,rebalance,1052
2004-11-19,2015-02-03,69.387684,99.744954,10176,308916,0.4375,0.0,0,tlt,rebalance,3728
2012-01-09,2015-03-03,109.145385,174.601647,130,8509,0.5997,0.0,3,spy,rebalance,1149
2011-10-17,2015-03-03,0.412701,2.246584,786478,1442308,4.4436,0.0,3,tqqq,rebalance,1233
2012-01-09,2015-08-25,109.145385,162.866745,81969,4403486,0.4922,0.0,3,spy,signal,1324
2011-10-17,2015-08-25,0.412701,1.774839,4512434,6146559,3.3005,0.0,3,tqqq,signal,1408
2004-11-19,2015-10-28,115.79555,112.34196,3915,-13521,-0.0298,0.0,0,gld,rebalance,3995
2004-11-19,2015-10-28,72.326369,92.931352,7344,151323,0.2849,0.0,0,tlt,rebalance,3995
2015-10-28,2015-11-03,2.384817,2.438569,126364,6792,0.0225,0.0,3,tqqq,rebalance,6
2015-11-03,2016-01-11,176.952225,162.648424,74041,-1059068,-0.0808,0.0,3,spy,signal,69
2015-10-28,2016-01-14,2.384817,1.713563,3801516,-2551784,-0.2815,0.0,3,tqqq,signal,78
2004-11-19,2016-02-02,115.591889,107.596238,6357,-50828,-0.0692,0.0,0,gld,rebalance,4092
2004-11-19,2016-02-02,72.643845,96.592459,10950,262237,0.3297,0.0,0,tlt,rebalance,4092
2004-11-19,2016-04-04,115.591889,116.319988,3372,2455,0.0063,0.0,0,gld,rebalance,4154
2004-11-19,2016-04-04,72.643845,99.012589,910,23996,0.363,0.0,0,tlt,rebalance,4154
2004-11-19,2016-04-05,72.643845,99.93618,270,7369,0.3757,0.0,0,tlt,rebalance,4155
2016-04-05,2016-10-04,2.037089,2.562313,478900,251530,0.2578,0.0,3,tqqq,rebalance,182
2016-04-04,2017-02-02,176.706377,195.933169,2564,49297,0.1088,0.0,3,spy,rebalance,304
2016-04-05,2017-02-02,2.037089,2.961106,475517,439386,0.4536,0.0,3,tqqq,rebalance,303
2016-04-05,2017-05-02,2.037089,3.895127,491785,913755,0.9121,0.0,3,tqqq,rebalance,392
2016-04-05,2017-11-02,2.037089,5.131764,431123,1334186,1.5192,0.0,3,tqqq,rebalance,576
2016-04-05,2018-01-24,2.037089,7.099754,397729,2013569,2.4852,0.0,3,tqqq,rebalance,659
2004-11-19,2018-04-03,117.614968,126.160381,8559,73140,0.0727,0.0,0,gld,rebalance,4883
2016-04-04,2018-04-03,181.718654,228.074834,905,41952,0.2551,0.0,3,spy,rebalance,729
2004-11-19,2018-04-03,81.961657,96.49721,10376,150821,0.1773,0.0,0,tlt,rebalance,4883
2016-04-05,2018-06-04,2.632369,7.008136,420982,1842119,1.6623,0.0,3,tqqq,rebalance,790
2016-04-04,2018-09-05,183.530883,256.12662,53,3848,0.3956,0.0,3,spy,rebalance,884
2016-04-05,2018-09-05,2.632369,8.447838,258679,1504340,2.2092,0.0,3,tqqq,rebalance,883
2004-11-19,2018-10-25,117.685308,116.230262,14162,-20606,-0.0124,0.0,0,gld,rebalance,5088
2016-04-04,2018-10-25,183.530883,237.701441,2466,133585,0.2952,0.0,3,spy,rebalance,934
2004-11-19,2018-10-25,84.092873,92.311965,8516,69994,0.0977,0.0,0,tlt,rebalance,5088
2016-04-05,2018-11-21,3.413486,5.23885,2200918,4017476,0.5348,0.0,3,tqqq,signal,960
2016-04-04,2018-12-18,183.530883,228.651367,76862,3468051,0.2458,0.0,3,spy,signal,988
2004-11-19,2019-02-22,117.685308,125.153409,6995,52239,0.0635,0.0,0,gld,rebalance,5208
2004-11-19,2019-02-22,84.092873,98.818535,7923,116671,0.1751,0.0,0,tlt,rebalance,5208
2019-02-22,2019-02-28,250.180788,249.444282,130,-96,-0.0029,0.0,3,spy,rebalance,6
2019-02-28,2019-04-30,6.102145,7.86632,366028,645738,0.2891,0.0,3,tqqq,rebalance,61
2004-11-19,2019-06-03,118.12177,123.717726,8116,45417,0.0474,0.0,0,gld,rebalance,5309
2019-02-22,2019-06-03,250.767141,247.264867,435,-1523,-0.014,0.0,3,spy,rebalance,101
2004-11-19,2019-06-03,85.26962,108.223194,14843,340700,0.2692,0.0,0,tlt,rebalance,5309
