Date,equity,cash,rebalanced,rebalance_reason,tqqq_value,tqqq_weight,tqqq_signal,tqqq_shares,tqqq_avg_price,tqqq_realized_pnl,tqqq_unrealized_pnl,drawdown_pct
2004-12-23,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2004-12-27,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2004-12-28,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2004-12-29,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2004-12-30,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2004-12-31,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-03,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-04,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-05,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-06,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-07,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-10,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-11,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-12,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-13,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-14,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-18,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-19,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-20,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-21,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-24,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-25,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-26,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-27,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-28,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-01-31,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-01,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-02,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-03,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-04,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-07,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-08,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-09,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-10,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-11,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-14,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-15,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-16,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-17,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-18,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-22,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-23,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-24,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-25,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-02-28,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-01,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-02,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-03,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-04,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-07,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-08,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-09,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-10,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-11,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-14,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-15,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-16,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-17,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-18,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-21,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-22,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-23,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-24,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-28,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-29,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-30,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-03-31,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-01,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-04,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-05,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-06,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-07,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-08,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-11,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-12,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-13,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-14,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-15,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-18,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-19,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-20,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-21,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-22,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-25,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-26,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-27,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-28,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-04-29,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-02,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-03,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-04,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-05,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-06,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-09,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-10,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-11,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-12,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-13,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-16,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-17,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-18,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-19,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-20,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-23,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-24,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0.0
2005-05-25,10000000,10000000,False,,0,0.0,buy,0,0.0,0,0,0.0
2005-05-26,10130750,0,False,,10130750,1.0,buy,21050909,0.475039,0,130750,0.0
2005-05-27,10143339,0,False,,10143338,1.0,buy,21050909,0.475039,0,143339,0.0
2005-05-31,10036463,0,False,,10036463,1.0,buy,21050909,0.475039,0,36463,-1.05
2005-06-01,10278233,0,False,,10278233,1.0,buy,21050909,0.475039,0,278233,0.0
2005-06-02,10491668,0,False,,10491668,1.0,buy,21050909,0.475039,0,491668,0.0
2005-06-03,10032232,0,False,,10032232,1.0,buy,21050909,0.475039,0,32232,-4.38
2005-06-06,10036800,0,False,,10036800,1.0,buy,21050909,0.475039,0,36800,-4.34
2005-06-07,9780632,0,False,,9780631,1.0,buy,21050909,0.475039,0,-219368,-6.78
2005-06-08,9715247,0,False,,9715247,1.0,buy,21050909,0.475039,0,-284753,-7.4
2005-06-09,9897506,0,False,,9897506,1.0,buy,21050909,0.475039,0,-102494,-5.66
2005-06-10,9581237,0,False,,9581237,1.0,buy,21050909,0.475039,0,-418763,-8.68
2005-06-13,9715816,0,False,,9715815,1.0,buy,21050909,0.475039,0,-284184,-7.39
2005-06-14,9596689,0,False,,9596688,1.0,buy,21050909,0.475039,0,-403311,-8.53
2005-06-15,9685439,0,False,,9685439,1.0,buy,21050909,0.475039,0,-314561,-7.68
2005-06-16,9836332,0,False,,9836332,1.0,buy,21050909,0.475039,0,-163668,-6.25
2005-06-17,9836964,0,False,,9836963,1.0,buy,21050909,0.475039,0,-163036,-6.24
2005-06-20,9833680,0,False,,9833680,1.0,buy,21050909,0.475039,0,-166320,-6.27
2005-06-21,9814797,0,False,,9814797,1.0,buy,21050909,0.475039,0,-185203,-6.45
2005-06-22,9780421,0,False,,9780421,1.0,buy,21050909,0.475039,0,-219579,-6.78
2005-06-23,9451227,0,False,,9451227,1.0,buy,21050909,0.475039,0,-548773,-9.92
2005-06-24,9129569,0,False,,9129569,1.0,buy,21050909,0.475039,0,-870431,-12.98
2005-06-27,9000590,0,False,,9000590,1.0,buy,21050909,0.475039,0,-999410,-14.21
2005-06-28,9254422,0,False,,9254422,1.0,buy,21050909,0.475039,0,-745578,-11.79
2005-06-29,9191543,0,False,,9191543,1.0,buy,21050909,0.475039,0,-808457,-12.39
2005-06-30,8972761,0,False,,8972761,1.0,buy,21050909,0.475039,0,-1027239,-14.48
2005-07-01,8932975,0,False,,8932974,1.0,buy,21050909,0.475039,0,-1067025,-14.86
2005-07-05,9207036,0,False,,9207036,1.0,buy,21050909,0.475039,0,-792964,-12.24
2005-07-06,9069784,0,False,,9069784,1.0,buy,21050909,0.475039,0,-930216,-13.55
2005-07-07,9162366,0,False,,9162366,1.0,buy,21050909,0.475039,0,-837634,-12.67
2005-07-08,9685692,0,False,,9685692,1.0,buy,21050909,0.475039,0,-314308,-7.68
2005-07-11,9951481,0,False,,9951480,1.0,buy,21050909,0.475039,0,-48519,-5.15
2005-07-12,10088922,0,False,,10088922,1.0,buy,21050909,0.475039,0,88922,-3.84
2005-07-13,10156474,0,False,,10156474,1.0,buy,21050909,0.475039,0,156474,-3.19
2005-07-14,10454471,0,False,,10454471,1.0,buy,21050909,0.475039,0,454471,-0.35
2005-07-15,10547811,0,False,,10547811,1.0,buy,21050909,0.475039,0,547811,0.0
2005-07-18,10413885,0,False,,10413885,1.0,buy,21050909,0.475039,0,413885,-1.27
2005-07-19,10773161,0,False,,10773161,1.0,buy,21050909,0.475039,0,773161,0.0
2005-07-20,11000300,0,False,,11000300,1.0,buy,21050909,0.475039,0,1000300,0.0
2005-07-21,11004763,0,False,,11004763,1.0,buy,21050909,0.475039,0,1004763,0.0
2005-07-22,10959019,0,False,,10959019,1.0,buy,21050909,0.475039,0,959019,-0.42
2005-07-25,10830019,0,False,,10830019,1.0,buy,21050909,0.475039,0,830019,-1.59
2005-07-26,10950262,0,False,,10950262,1.0,buy,21050909,0.475039,0,950262,-0.5
2005-07-27,11196389,0,False,,11196389,1.0,buy,21050909,0.475039,0,1196389,0.0
2005-07-28,11353071,0,False,,11353071,1.0,buy,21050909,0.475039,0,1353071,0.0
2005-07-29,11067389,0,False,,11067389,1.0,buy,21050909,0.475039,0,1067389,-2.52
2005-08-01,11121911,0,False,,11121911,1.0,buy,21050909,0.475039,0,1121911,-2.04
2005-08-02,11479566,0,False,,11479566,1.0,buy,21050909,0.475039,0,1479566,0.0
2005-08-03,11457989,0,False,,11457989,1.0,buy,21050909,0.475039,0,1457989,-0.19
2005-08-04,11118985,0,False,,11118985,1.0,buy,21050909,0.475039,0,1118985,-3.14
2005-08-05,10955020,0,False,,10955019,1.0,buy,21050909,0.475039,0,955020,-4.57
2005-08-08,10709419,0,False,,10709418,1.0,buy,21050909,0.475039,0,709419,-6.71
2005-08-09,10918517,0,False,,10918517,1.0,buy,21050909,0.475039,0,918517,-4.89
2005-08-10,10632057,0,False,,10632056,1.0,buy,21050909,0.475039,0,632057,-7.38
2005-08-11,10888983,0,False,,10888983,1.0,buy,21050909,0.475039,0,888983,-5.14
2005-08-12,10702577,0,False,,10702577,1.0,buy,21050909,0.475039,0,702577,-6.77
2005-08-15,10895046,0,False,,10895045,1.0,buy,21050909,0.475039,0,895046,-5.09
2005-08-16,10360647,0,False,,10360647,1.0,buy,21050909,0.475039,0,360647,-9.75
2005-08-17,10540906,0,False,,10540906,1.0,buy,21050909,0.475039,0,540906,-8.18
2005-08-18,10374899,0,False,,10374898,1.0,buy,21050909,0.475039,0,374899,-9.62
2005-08-19,10354921,0,False,,10354921,1.0,buy,21050909,0.475039,0,354921,-9.8
2005-08-22,10366984,0,False,,10366983,1.0,buy,21050909,0.475039,0,366984,-9.69
2005-08-23,10274970,0,False,,10274970,1.0,buy,21050909,0.475039,0,274970,-10.49
2005-08-24,10087996,0,False,,10087996,1.0,buy,21050909,0.475039,0,87996,-12.12
2005-08-25,10154938,0,False,,10154937,1.0,buy,21050909,0.475039,0,154938,-11.54
2005-08-26,10048420,0,False,,10048420,1.0,buy,21050909,0.475039,0,48420,-12.47
2005-08-29,10279728,0,False,,10279727,1.0,buy,21050909,0.475039,0,279728,-10.45
2005-08-30,10164453,0,False,,10164452,1.0,buy,21050909,0.475039,0,164453,-11.46
2005-08-31,10444830,0,False,,10444830,1.0,buy,21050909,0.475039,0,444830,-9.01
2005-09-01,10392497,0,False,,10392497,1.0,buy,21050909,0.475039,0,392497,-9.47
2005-09-02,10268255,0,False,,10268254,1.0,buy,21050909,0.475039,0,268255,-10.55
2005-09-06,10717102,0,False,,10717102,1.0,buy,21050909,0.475039,0,717102,-6.64
2005-09-07,10770108,0,False,,10770108,1.0,buy,21050909,0.475039,0,770108,-6.18
2005-09-08,10757709,0,False,,10757709,1.0,buy,21050909,0.475039,0,757709,-6.29
2005-09-09,10933674,0,False,,10933674,1.0,buy,21050909,0.475039,0,933674,-4.76
2005-09-12,11020446,0,False,,11020446,1.0,buy,21050909,0.475039,0,1020446,-4.0
2005-09-13,10932895,0,False,,10932895,1.0,buy,21050909,0.475039,0,932895,-4.76
2005-09-14,10556189,0,False,,10556189,1.0,buy,21050909,0.475039,0,556189,-8.04
2005-09-15,10535854,0,False,,10535854,1.0,buy,21050909,0.475039,0,535854,-8.22
2005-09-16,10725459,0,False,,10725459,1.0,buy,21050909,0.475039,0,725459,-6.57
2005-09-19,10468091,0,False,,10468091,1.0,buy,21050909,0.475039,0,468091,-8.81
2005-09-20,10335428,0,False,,10335428,1.0,buy,21050909,0.475039,0,335428,-9.97
2005-09-21,9988888,0,False,,9988888,1.0,buy,21050909,0.475039,0,-11112,-12.99
2005-09-22,10093953,0,False,,10093953,1.0,buy,21050909,0.475039,0,93953,-12.07
2005-09-23,10176178,0,False,,10176178,1.0,buy,21050909,0.475039,0,176178,-11.35
2005-09-26,10180051,0,False,,10180051,1.0,buy,21050909,0.475039,0,180051,-11.32
2005-09-27,10105152,0,False,,10105152,1.0,buy,21050909,0.475039,0,105152,-11.97
2005-09-28,10109026,0,False,,10109025,1.0,buy,21050909,0.475039,0,109026,-11.94
2005-09-29,10512761,0,False,,10512761,1.0,buy,21050909,0.475039,0,512761,-8.42
2005-09-30,10717818,0,False,,10717818,1.0,buy,21050909,0.475039,0,717818,-6.64
2005-10-03,10794885,0,False,,10794885,1.0,buy,21050909,0.475039,0,794885,-5.96
2005-10-04,10577640,0,False,,10577640,1.0,buy,21050909,0.475039,0,577640,-7.86
2005-10-05,10137276,0,False,,10137276,1.0,buy,21050909,0.475039,0,137276,-11.69
2005-10-06,9732993,0,False,,9732993,1.0,buy,21050909,0.475039,0,-267007,-15.21
2005-10-07,9797704,0,False,,9797704,1.0,buy,21050909,0.475039,0,-202296,-14.65
2005-10-10,9632686,0,False,,9632685,1.0,buy,21050909,0.475039,0,-367314,-16.09
2005-10-11,9484761,0,False,,9484761,1.0,buy,21050909,0.475039,0,-515239,-17.38
2005-10-12,9143378,0,False,,9143378,1.0,buy,21050909,0.475039,0,-856622,-20.35
2005-10-13,9351825,0,False,,9351824,1.0,buy,21050909,0.475039,0,-648175,-18.54
2005-10-14,9555913,0,False,,9555913,1.0,buy,21050909,0.475039,0,-444087,-16.76
2005-10-17,9642390,0,False,,9642390,1.0,buy,21050909,0.475039,0,-357610,-16.0
2005-10-18,9433881,0,False,,9433881,1.0,buy,21050909,0.475039,0,-566119,-17.82
2005-10-19,9997393,0,False,,9997392,1.0,buy,21050909,0.475039,0,-2607,-12.91
2005-10-20,9714069,0,False,,9714068,1.0,buy,21050909,0.475039,0,-285931,-15.38
2005-10-21,9892686,0,False,,9892685,1.0,buy,21050909,0.475039,0,-107314,-13.82
2005-10-24,10358226,0,False,,10358226,1.0,buy,21050909,0.475039,0,358226,-9.77
2005-10-25,10234973,0,False,,10234973,1.0,buy,21050909,0.475039,0,234973,-10.84
2005-10-26,10073365,0,False,,10073365,1.0,buy,21050909,0.475039,0,73365,-12.25
2005-10-27,9461858,0,False,,9461857,1.0,buy,21050909,0.475039,0,-538142,-17.58
2005-10-28,9674451,0,False,,9674450,1.0,buy,21050909,0.475039,0,-325549,-15.72
2005-10-31,10087049,0,False,,10087048,1.0,buy,21050909,0.475039,0,87049,-12.13
2005-11-01,10059325,0,False,,10059324,1.0,buy,21050909,0.475039,0,59325,-12.37
2005-11-02,10451229,0,False,,10451229,1.0,buy,21050909,0.475039,0,451229,-8.96
2005-11-03,10916833,0,False,,10916833,1.0,buy,21050909,0.475039,0,916833,-4.9
2005-11-04,11026909,0,False,,11026908,1.0,buy,21050909,0.475039,0,1026909,-3.94
2005-11-07,11063390,0,False,,11063389,1.0,buy,21050909,0.475039,0,1063390,-3.63
2005-11-08,11066863,0,False,,11066863,1.0,buy,21050909,0.475039,0,1066863,-3.6
2005-11-09,11078610,0,False,,11078609,1.0,buy,21050909,0.475039,0,1078610,-3.49
2005-11-10,11437949,0,False,,11437948,1.0,buy,21050909,0.475039,0,1437949,-0.36
2005-11-11,11525962,0,False,,11525962,1.0,buy,21050909,0.475039,0,1525962,0.0
2005-11-14,11520973,0,False,,11520973,1.0,buy,21050909,0.475039,0,1520973,-0.04
2005-11-15,11354671,0,False,,11354671,1.0,buy,21050909,0.475039,0,1354671,-1.49
2005-11-16,11559939,0,False,,11559938,1.0,buy,21050909,0.475039,0,1559939,0.0
2005-11-17,12014259,0,False,,12014259,1.0,buy,21050909,0.475039,0,2014259,0.0
2005-11-18,12131218,0,False,,12131218,1.0,buy,21050909,0.475039,0,2131218,0.0
2005-11-21,12213759,0,False,,12213758,1.0,buy,21050909,0.475039,0,2213759,0.0
2005-11-22,12340738,0,False,,12340738,1.0,buy,21050909,0.475039,0,2340738,0.0
2005-11-23,12424184,0,False,,12424183,1.0,buy,21050909,0.475039,0,2424184,0.0
2005-11-25,12499062,0,False,,12499061,1.0,buy,21050909,0.475039,0,2499062,0.0
2005-11-28,12180351,0,False,,12180351,1.0,buy,21050909,0.475039,0,2180351,-2.55
2005-11-29,11999145,0,False,,11999144,1.0,buy,21050909,0.475039,0,1999145,-4.0
2005-11-30,11906858,0,False,,11906857,1.0,buy,21050909,0.475039,0,1906858,-4.74
2005-12-01,12568467,0,False,,12568466,1.0,buy,21050909,0.475039,0,2568467,0.0
2005-12-02,12652544,0,False,,12652544,1.0,buy,21050909,0.475039,0,2652544,0.0
2005-12-05,12367430,0,False,,12367430,1.0,buy,21050909,0.475039,0,2367430,-2.25
2005-12-06,12486115,0,False,,12486115,1.0,buy,21050909,0.475039,0,2486115,-1.32
2005-12-07,12409048,0,False,,12409048,1.0,buy,21050909,0.475039,0,2409048,-1.92
2005-12-08,12136649,0,False,,12136649,1.0,buy,21050909,0.475039,0,2136649,-4.08
2005-12-09,12271375,0,False,,12271375,1.0,buy,21050909,0.475039,0,2271375,-3.01
2005-12-12,12398186,0,False,,12398185,1.0,buy,21050909,0.475039,0,2398186,-2.01
2005-12-13,12543627,0,False,,12543626,1.0,buy,21050909,0.475039,0,2543627,-0.86
2005-12-14,12412669,0,False,,12412668,1.0,buy,21050909,0.475039,0,2412669,-1.9
2005-12-15,12469296,0,False,,12469295,1.0,buy,21050909,0.475039,0,2469296,-1.45
2005-12-16,12205465,0,False,,12205464,1.0,buy,21050909,0.475039,0,2205465,-3.53
2005-12-19,11618734,0,False,,11618733,1.0,buy,21050909,0.475039,0,1618734,-8.17
2005-12-20,11639090,0,False,,11639090,1.0,buy,21050909,0.475039,0,1639090,-8.01
2005-12-21,11787331,0,False,,11787330,1.0,buy,21050909,0.475039,0,1787331,-6.84
2005-12-22,12014133,0,False,,12014133,1.0,buy,21050909,0.475039,0,2014133,-5.05
2005-12-23,12008723,0,False,,12008723,1.0,buy,21050909,0.475039,0,2008723,-5.09
2005-12-27,11690054,0,False,,11690054,1.0,buy,21050909,0.475039,0,1690054,-7.61
2005-12-28,11642058,0,False,,11642058,1.0,buy,21050909,0.475039,0,1642058,-7.99
2005-12-29,11406751,0,False,,11406751,1.0,buy,21050909,0.475039,0,1406751,-9.85
2005-12-30,11141089,0,False,,11141088,1.0,buy,21050909,0.475039,0,1141089,-11.95
2006-01-03,11880312,0,False,,11880312,1.0,buy,21050909,0.475039,0,1880312,-6.1
2006-01-04,12245798,0,False,,12245798,1.0,buy,21050909,0.475039,0,2245798,-3.21
2006-01-05,12398523,0,False,,12398522,1.0,buy,21050909,0.475039,0,2398523,-2.01
2006-01-06,13067099,0,False,,13067099,1.0,buy,21050909,0.475039,0,3067099,0.0
2006-01-09,13217171,0,False,,13217171,1.0,buy,21050909,0.475039,0,3217171,0.0
2006-01-10,13238812,0,False,,13238811,1.0,buy,21050909,0.475039,0,3238812,0.0
2006-01-11,13538282,0,False,,13538282,1.0,buy,21050909,0.475039,0,3538282,0.0
2006-01-12,13334614,0,False,,13334614,1.0,buy,21050909,0.475039,0,3334614,-1.5
2006-01-13,13309816,0,False,,13309816,1.0,buy,21050909,0.475039,0,3309816,-1.69
2006-01-17,13043501,0,False,,13043501,1.0,buy,21050909,0.475039,0,3043501,-3.65
2006-01-18,12588402,0,False,,12588401,1.0,buy,21050909,0.475039,0,2588402,-7.02
2006-01-19,12859895,0,False,,12859895,1.0,buy,21050909,0.475039,0,2859895,-5.01
2006-01-20,11701611,0,False,,11701611,1.0,buy,21050909,0.475039,0,1701611,-13.57
2006-01-23,11704685,0,False,,11704684,1.0,buy,21050909,0.475039,0,1704685,-13.54
2006-01-24,11852420,0,False,,11852420,1.0,buy,21050909,0.475039,0,1852420,-12.45
2006-01-25,11692475,0,False,,11692475,1.0,buy,21050909,0.475039,0,1692475,-13.63
2006-01-26,11933592,0,False,,11933592,1.0,buy,21050909,0.475039,0,1933592,-11.85
2006-01-27,12410543,0,False,,12410542,1.0,buy,21050909,0.475039,0,2410543,-8.33
2006-01-30,12475506,0,False,,12475505,1.0,buy,21050909,0.475039,0,2475506,-7.85
2006-01-31,12301183,0,False,,12301183,1.0,buy,21050909,0.475039,0,2301183,-9.14
2006-02-01,12426983,0,False,,12426983,1.0,buy,21050909,0.475039,0,2426983,-8.21
2006-02-02,11784068,0,False,,11784067,1.0,buy,21050909,0.475039,0,1784068,-12.96
2006-02-03,11343156,0,False,,11343156,1.0,buy,21050909,0.475039,0,1343156,-16.21
2006-02-06,11246175,0,False,,11246174,1.0,buy,21050909,0.475039,0,1246175,-16.93
2006-02-07,11091872,0,False,,11091871,1.0,buy,21050909,0.475039,0,1091872,-18.07
2006-02-08,11471398,0,False,,11471398,1.0,buy,21050909,0.475039,0,1471398,-15.27
2006-02-09,11139236,0,False,,11139236,1.0,buy,21050909,0.475039,0,1139236,-17.72
2006-02-10,11339051,0,False,,11339051,1.0,buy,21050909,0.475039,0,1339051,-16.24
2006-02-13,10943189,0,False,,10943189,1.0,buy,21050909,0.475039,0,943189,-19.17
2006-02-14,11270299,0,False,,11270299,1.0,buy,21050909,0.475039,0,1270299,-16.75
